run_id,observer_name,lane,fire_id,fire_time_utc,signal_symbol,signal_mint,control_symbol,control_mint,signal_net_1m,control_net_1m,delta_1m,signal_net_5m,control_net_5m,delta_5m,signal_net_15m,control_net_15m,delta_15m,signal_net_30m,control_net_30m,delta_30m,signal_entry_r_m5,control_entry_r_m5,signal_entry_rv5m,control_entry_rv5m,signal_entry_vol_h1,control_entry_vol_h1,signal_entry_liquidity,control_entry_liquidity,row_valid_signal,row_valid_control,signal_fwd_jitter_5m_sec,control_fwd_jitter_5m_sec,outlier_flag
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,e7d34aff,2026-03-07T01:15:00+00:00,CLARITY,3oaRkLHm94Y2fisjNPwkcHV7iUjTMdh5cSQyGarUpump,MEME,HHYJWYJQCmnQ1ubjzjntURGduf7QztBpQmG7h2P1pump,-0.012058800000000027,-0.0285187,0.016459899999999972,-0.004938300000000053,-0.0285187,0.023580399999999946,-0.011406299999999972,-0.03337480000000003,0.021968500000000057,-0.05800479999999996,-0.03647759999999999,-0.02152719999999997,7.63,-0.95,1.773161229767211,0.6679818756591203,42807.86,74204.54,44541.92,36475.17,1,1,498,499,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,fecebc02,2026-03-07T01:30:00+00:00,shitcoin,9yWFUKC2TNzZs6e1PzGg4kLx9yYrqiTfoT1qcsNNpump,AICOIN,217dt9idH1Q9UXT8rjpknnyFggizXUVD2r5EZNjopump,-0.03370680000000003,-0.02452419999999999,-0.00918260000000004,-0.06555410000000005,0.0392106000000001,-0.10476470000000015,-0.12713280000000005,0.01748360000000005,-0.1446164000000001,-0.10498439999999996,0.08241410000000006,-0.18739850000000002,15.08,-10.06,1.797022692768905,1.5441031919563464,15211.75,16178.09,35825.33,34273.33,1,1,2,3,1
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,b0896652,2026-03-07T01:45:00+00:00,Peace ,atVjZ7uM8sVrLFi5Xe1JiLGW6mW9pvQdTCWzhNFpump,MINDVOID,9VYUuSVZGw82Nz8rcSix4x4zurBmvkfiKtyvYCY4pump,0.027333300000000012,-0.11248109999999999,0.1398144,0.008519699999999917,-0.015641800000000032,0.024161499999999947,-0.11674209999999995,-0.21525479999999997,0.09851270000000002,0.09557240000000002,-0.32217419999999997,0.41774659999999997,16.92,-14.36,3.6237351543537515,3.6166525959107387,141776.16,295864.92,107268.92,131168.14,1,1,7,8,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,69335eb8,2026-03-07T02:00:00+00:00,AICOIN,217dt9idH1Q9UXT8rjpknnyFggizXUVD2r5EZNjopump,E=MC²,E9SmMCvtLfitMwkLzkduwgN8ZYcfepiELLQ8d1SApump,-0.025902799999999997,-0.034399300000000015,0.008496500000000018,-0.07273050000000002,-0.061868600000000044,-0.010861899999999973,-0.13694340000000005,-0.06955509999999997,-0.06738830000000008,-0.17126180000000002,-0.04662489999999996,-0.12463690000000005,2.39,-0.62,1.6235678632014794,0.07398641090838694,13487.59,8475.5,36816.77,50383.64,1,1,4,6,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,2e252c84,2026-03-07T02:15:00+00:00,CORVUS,CoPRYLGHc7Qadere13xSPhRvgwwStCZn9dHpBZQ7pump,DELULU,6RxB1KdzVMXrrYn7nQWvaGgh5e2EpbA1FcEFtq74pump,-0.012939000000000025,-0.02638059999999997,0.013441599999999944,-0.05769409999999996,-0.04817890000000002,-0.009515199999999946,-0.02365249999999996,-0.015526299999999984,-0.008126199999999974,-0.08592989999999999,-0.0058378000000001064,-0.08009209999999989,18.75,-1.88,2.346984950728772,0.7687780152831275,59148.64,69789.87,68139.37,40645.61,1,1,1,1,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,9bb0ab24,2026-03-07T02:30:00+00:00,CORVUS,CoPRYLGHc7Qadere13xSPhRvgwwStCZn9dHpBZQ7pump,BRAINLET,9jCJEc8JYAQHrWc1NVnKW21vY96eHoY9ZJmbzCsupump,-0.06260140000000002,-0.0769883,0.01438689999999998,0.05835110000000011,-0.038696999999999974,0.09704810000000008,-0.09358480000000001,-0.18049879999999996,0.08691399999999995,-0.16695440000000006,-0.10667879999999995,-0.06027560000000011,6.17,-0.45,2.376506783075496,1.4369960238066304,67667.71,123579.92,69461.27,59194.12,1,1,6,6,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,ab27d44e,2026-03-07T02:45:00+00:00,Machi,ATBR4i19gcQ31Rfr7ymA2XvkCQEAkNFGBtVKTmdqpump,MEME,HHYJWYJQCmnQ1ubjzjntURGduf7QztBpQmG7h2P1pump,-0.031847799999999975,0.021772600000000038,-0.05362040000000001,-0.006236700000000086,0.03980889999999993,-0.04604560000000002,0.008418499999999893,0.018756699999999966,-0.010338200000000073,-0.024345300000000007,0.049829200000000025,-0.07417450000000003,6.33,-6.86,1.5089117803591652,0.092959300993404,23049.55,51160.74,78773.16,35677.2,1,1,1,1,0
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,2d14465b,2026-03-07T03:00:00+00:00,BRAINLET,9jCJEc8JYAQHrWc1NVnKW21vY96eHoY9ZJmbzCsupump,MINDVOID,9VYUuSVZGw82Nz8rcSix4x4zurBmvkfiKtyvYCY4pump,-0.09211120000000005,-0.025958200000000035,-0.06615300000000002,-0.05346709999999998,0.053374599999999946,-0.10684169999999993,-0.011402000000000015,-0.06446059999999997,0.05305859999999995,-0.1698368,0.04730630000000003,-0.21714310000000003,7.13,-0.06,0.8979566435731695,0.6360576484102983,158040.01,111348.71,62806.51,107802.69,1,1,6,7,1
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,dc51e92c,2026-03-07T03:15:00+00:00,CLARITY,3oaRkLHm94Y2fisjNPwkcHV7iUjTMdh5cSQyGarUpump,DELULU,6RxB1KdzVMXrrYn7nQWvaGgh5e2EpbA1FcEFtq74pump,-0.04616529999999996,-0.036392399999999984,-0.009772899999999973,-0.24616990000000005,-0.04875530000000005,-0.1974146,-0.14477430000000002,-0.06826050000000004,-0.07651379999999998,-0.09908819999999995,-0.03159659999999997,-0.06749159999999998,11.33,-1.04,2.0361290282755693,0.24001995784811628,60486.01,61896.4,27279.19,41824.81,1,1,1,2,1
1677a7da,pfm_continuation_observer_v1,pumpfun_mature,9dc773ef,2026-03-07T03:30:00+00:00,AICOIN,217dt9idH1Q9UXT8rjpknnyFggizXUVD2r5EZNjopump,MEME,HHYJWYJQCmnQ1ubjzjntURGduf7QztBpQmG7h2P1pump,-0.01587059999999995,-0.034781900000000025,0.018911300000000075,-0.013092800000000007,-0.03563769999999999,0.02254489999999998,0.0713967,-0.0359606,0.10735729999999999,0.20399699999999998,-0.09473299999999994,0.29872999999999994,3.75,-1.58,0.7988978857524892,0.5454186163487801,11199.56,17224.17,34879.66,36195.41,1,1,7,7,0
