symbol,recon_date,entry_date,entry_price,exit_date,exit_price,exit_type,hold_days,gross_return,toxic_type,conditions_met,exit_struct,label,net_optimistic,net_base,net_conservative,net_stress,net_base_fund_low,net_base_fund_base,net_base_fund_high,net_base_fund_extreme
TRUMP-USD,2024-03-31,2024-04-01,0.00227600010111928,2024-04-05,0.0019346000859513878,TP,4,0.15000000000000005,random,0,S1,random,0.14834246575342472,0.14634246575342472,0.1433424657534247,0.1373424657534247,0.14667123287671238,0.14634246575342472,0.14590410958904115,0.14480821917808223
PNUT-USD,2024-03-31,2024-11-04,0.053856998682022095,2024-11-05,0.05924269855022431,SL,1,-0.10000000000000005,random,0,S1,random,-0.10116438356164388,-0.10316438356164388,-0.10616438356164389,-0.11216438356164388,-0.10308219178082197,-0.10316438356164388,-0.10327397260273978,-0.1035479452054795
GOAT-USD,2024-03-31,2024-04-01,23.490169525146484,2024-04-02,25.839186477661134,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
AI16Z-USD,2024-03-31,2024-11-23,0.21006500720977783,2024-11-24,0.23107150793075562,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
VIRTUAL-USD,2024-03-31,2024-04-01,0.13344299793243408,2024-04-02,0.1467872977256775,SL,1,-0.10000000000000009,random,0,S1,random,-0.10116438356164392,-0.10316438356164392,-0.10616438356164393,-0.11216438356164392,-0.10308219178082201,-0.10316438356164392,-0.10327397260273982,-0.10354794520547954
AIXBT-USD,2024-03-31,2024-11-30,0.20746399462223053,2024-12-01,0.17634439542889593,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
WIF-USD,2024-04-30,2024-05-01,2.502729892730713,2024-05-02,2.7530028820037846,SL,1,-0.10000000000000017,random,0,S1,random,-0.101164383561644,-0.10316438356164401,-0.10616438356164401,-0.112164383561644,-0.10308219178082209,-0.10316438356164401,-0.1032739726027399,-0.10354794520547962
BONK-USD,2024-04-30,2024-05-01,2.300000051036477e-05,2024-05-02,2.530000056140125e-05,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
JTO-USD,2024-04-30,2024-05-01,3.1843268871307373,2024-05-02,3.5027595758438115,SL,1,-0.10000000000000014,random,0,S1,random,-0.10116438356164398,-0.10316438356164398,-0.10616438356164398,-0.11216438356164397,-0.10308219178082206,-0.10316438356164398,-0.10327397260273988,-0.1035479452054796
PYTH-USD,2024-04-30,2024-05-01,0.5173479914665222,2024-05-05,0.5690827906131745,SL,4,-0.10000000000000005,random,0,S1,random,-0.10165753424657539,-0.1036575342465754,-0.1066575342465754,-0.11265753424657539,-0.10332876712328772,-0.1036575342465754,-0.10409589041095896,-0.10519178082191785
ORCA-USD,2024-04-30,2024-05-01,2.422498941421509,2024-05-20,2.66474883556366,SL,19,-0.10000000000000012,random,0,S1,random,-0.104123287671233,-0.106123287671233,-0.109123287671233,-0.11512328767123299,-0.10456164383561656,-0.106123287671233,-0.10820547945205491,-0.11341095890410971
RENDER-USD,2024-04-30,2024-05-01,7.351391792297363,2024-05-03,8.0865309715271,SL,2,-0.1000000000000001,random,0,S1,random,-0.10132876712328777,-0.10332876712328777,-0.10632876712328777,-0.11232876712328776,-0.10316438356164394,-0.10332876712328777,-0.10354794520547955,-0.10409589041095901
JUP-USD,2024-04-30,2024-05-01,0.0012700000079348683,2024-05-07,0.0013970000087283553,SL,6,-0.1000000000000001,random,0,S1,random,-0.10198630136986311,-0.10398630136986312,-0.10698630136986312,-0.11298630136986311,-0.10349315068493162,-0.10398630136986312,-0.10464383561643846,-0.10628767123287682
KMNO-USD,2024-04-30,2024-05-01,0.041207000613212585,2024-05-02,0.04532770067453385,SL,1,-0.10000000000000017,random,0,S1,random,-0.101164383561644,-0.10316438356164401,-0.10616438356164401,-0.112164383561644,-0.10308219178082209,-0.10316438356164401,-0.1032739726027399,-0.10354794520547962
FARTCOIN-USD,2024-04-30,2024-10-23,0.06218799948692322,2024-10-24,0.06840679943561555,SL,1,-0.10000000000000013,random,0,S1,random,-0.10116438356164396,-0.10316438356164397,-0.10616438356164397,-0.11216438356164396,-0.10308219178082205,-0.10316438356164397,-0.10327397260273986,-0.10354794520547958
ZEREBRO-USD,2024-04-30,2024-11-30,0.4539720118045807,2024-12-01,0.38587621003389355,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
BOME-USD,2024-04-30,2024-05-01,0.00889699999243021,2024-05-03,0.009786699991673233,SL,2,-0.10000000000000016,random,0,S1,random,-0.10132876712328782,-0.10332876712328783,-0.10632876712328783,-0.11232876712328782,-0.103164383561644,-0.10332876712328783,-0.10354794520547961,-0.10409589041095907
CLOUD-USD,2024-04-30,2024-05-01,0.000371000001905486,2024-05-15,0.00031535000161966306,TP,14,0.15000000000000008,random,0,S1,random,0.1466986301369864,0.1446986301369864,0.1416986301369864,0.13569863013698638,0.14584931506849322,0.1446986301369864,0.1431643835616439,0.13932876712328773
TNSR-USD,2024-04-30,2024-05-01,0.8107489943504333,2024-05-03,0.8918238937854768,SL,2,-0.1000000000000001,random,0,S1,random,-0.10132876712328777,-0.10332876712328777,-0.10632876712328777,-0.11232876712328776,-0.10316438356164394,-0.10332876712328777,-0.10354794520547955,-0.10409589041095901
W-USD,2024-04-30,2024-05-01,0.6068090200424194,2024-05-02,0.6674899220466615,SL,1,-0.10000000000000014,random,0,S1,random,-0.10116438356164398,-0.10316438356164398,-0.10616438356164398,-0.11216438356164397,-0.10308219178082206,-0.10316438356164398,-0.10327397260273988,-0.1035479452054796
MNDE-USD,2024-04-30,2024-05-01,0.14326000213623047,2024-05-03,0.15758600234985354,SL,2,-0.10000000000000016,random,0,S1,random,-0.10132876712328782,-0.10332876712328783,-0.10632876712328783,-0.11232876712328782,-0.103164383561644,-0.10332876712328783,-0.10354794520547961,-0.10409589041095907
CHILLGUY-USD,2024-04-30,2024-12-01,0.44291600584983826,2024-12-02,0.3764786049723625,TP,1,0.15,random,0,S1,random,0.14883561643835616,0.14683561643835616,0.14383561643835616,0.13783561643835615,0.14691780821917808,0.14683561643835616,0.14672602739726026,0.14645205479452053
ACT-USD,2024-04-30,2024-05-01,0.0015160000184550881,2024-05-16,0.0016676000203005971,SL,15,-0.10000000000000012,random,0,S1,random,-0.10346575342465765,-0.10546575342465765,-0.10846575342465765,-0.11446575342465765,-0.10423287671232889,-0.10546575342465765,-0.107109589041096,-0.1112191780821919
TRUMP-USD,2024-04-30,2024-05-01,0.001541999983601272,2024-05-12,0.0013106999860610813,TP,11,0.14999999999999997,random,0,S1,random,0.14719178082191778,0.14519178082191778,0.14219178082191777,0.13619178082191777,0.14609589041095886,0.14519178082191778,0.14398630136986298,0.140972602739726
PNUT-USD,2024-04-30,2024-11-04,0.053856998682022095,2024-11-05,0.05924269855022431,SL,1,-0.10000000000000005,random,0,S1,random,-0.10116438356164388,-0.10316438356164388,-0.10616438356164389,-0.11216438356164388,-0.10308219178082197,-0.10316438356164388,-0.10327397260273978,-0.1035479452054795
GOAT-USD,2024-04-30,2024-05-01,13.730964660644531,2024-05-04,15.104061126708986,SL,3,-0.10000000000000013,random,0,S1,random,-0.10149315068493164,-0.10349315068493165,-0.10649315068493165,-0.11249315068493164,-0.10324657534246588,-0.10349315068493165,-0.10382191780821931,-0.10464383561643849
AI16Z-USD,2024-04-30,2024-11-23,0.21006500720977783,2024-11-24,0.23107150793075562,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
VIRTUAL-USD,2024-04-30,2024-05-01,0.11232800036668777,2024-05-09,0.12356080040335657,SL,8,-0.10000000000000014,random,0,S1,random,-0.10231506849315083,-0.10431506849315084,-0.10731506849315084,-0.11331506849315083,-0.10365753424657549,-0.10431506849315084,-0.10519178082191795,-0.10738356164383576
AIXBT-USD,2024-04-30,2024-11-30,0.20746399462223053,2024-12-01,0.17634439542889593,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
WIF-USD,2024-05-31,2024-06-01,3.305872917175293,2024-06-07,2.809991979598999,TP,6,0.15000000000000002,random,0,S1,random,0.148013698630137,0.146013698630137,0.143013698630137,0.137013698630137,0.14650684931506852,0.146013698630137,0.14535616438356166,0.1437123287671233
BONK-USD,2024-05-31,2024-06-01,3.400000059627928e-05,2024-06-07,2.8900000506837385e-05,TP,6,0.15000000000000005,random,0,S1,random,0.14801369863013702,0.14601369863013702,0.14301369863013702,0.13701369863013702,0.14650684931506855,0.14601369863013702,0.1453561643835617,0.14371232876712334
JTO-USD,2024-05-31,2024-06-01,3.5011649131774902,2024-06-11,2.9759901762008667,TP,10,0.15,random,0,S1,random,0.14735616438356164,0.14535616438356164,0.14235616438356163,0.13635616438356163,0.1461780821917808,0.14535616438356164,0.14426027397260274,0.14152054794520547
PYTH-USD,2024-05-31,2024-06-01,0.4054650068283081,2024-06-03,0.44601150751113894,SL,2,-0.10000000000000006,random,0,S1,random,-0.10132876712328773,-0.10332876712328773,-0.10632876712328773,-0.11232876712328772,-0.1031643835616439,-0.10332876712328773,-0.10354794520547951,-0.10409589041095897
ORCA-USD,2024-05-31,2024-06-01,2.557631015777588,2024-06-08,2.1739863634109495,TP,7,0.15000000000000008,random,0,S1,random,0.14784931506849322,0.14584931506849322,0.14284931506849322,0.1368493150684932,0.14642465753424666,0.14584931506849322,0.145082191780822,0.1431643835616439
RENDER-USD,2024-05-31,2024-06-01,10.124439239501953,2024-06-07,8.60577335357666,TP,6,0.14999999999999997,random,0,S1,random,0.14801369863013694,0.14601369863013694,0.14301369863013694,0.13701369863013693,0.14650684931506847,0.14601369863013694,0.1453561643835616,0.14371232876712325
JUP-USD,2024-05-31,2024-06-01,0.0009480000007897615,2024-06-05,0.0010428000008687378,SL,4,-0.10000000000000009,random,0,S1,random,-0.10165753424657543,-0.10365753424657544,-0.10665753424657544,-0.11265753424657543,-0.10332876712328776,-0.10365753424657544,-0.104095890410959,-0.1051917808219179
KMNO-USD,2024-05-31,2024-06-01,0.05517299845814705,2024-06-06,0.04689704868942499,TP,5,0.14999999999999997,random,0,S1,random,0.14817808219178077,0.14617808219178077,0.14317808219178077,0.13717808219178076,0.14658904109589038,0.14617808219178077,0.14563013698630134,0.14426027397260272
FARTCOIN-USD,2024-05-31,2024-10-23,0.06218799948692322,2024-10-24,0.06840679943561555,SL,1,-0.10000000000000013,random,0,S1,random,-0.10116438356164396,-0.10316438356164397,-0.10616438356164397,-0.11216438356164396,-0.10308219178082205,-0.10316438356164397,-0.10327397260273986,-0.10354794520547958
ZEREBRO-USD,2024-05-31,2024-11-30,0.4539720118045807,2024-12-01,0.38587621003389355,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
BOME-USD,2024-05-31,2024-06-01,0.013174000196158886,2024-06-07,0.011197900166735053,TP,6,0.15,random,0,S1,random,0.14801369863013697,0.14601369863013697,0.14301369863013697,0.13701369863013696,0.1465068493150685,0.14601369863013697,0.14535616438356164,0.14371232876712328
CLOUD-USD,2024-05-31,2024-06-01,0.0002809999859891832,2024-06-04,0.00030909998458810155,SL,3,-0.10000000000000016,random,0,S1,random,-0.10149315068493167,-0.10349315068493167,-0.10649315068493168,-0.11249315068493167,-0.10324657534246591,-0.10349315068493167,-0.10382191780821934,-0.10464383561643852
TNSR-USD,2024-05-31,2024-06-01,1.0774099826812744,2024-06-02,1.1851509809494019,SL,1,-0.1,random,0,S1,random,-0.10116438356164384,-0.10316438356164384,-0.10616438356164384,-0.11216438356164384,-0.10308219178082192,-0.10316438356164384,-0.10327397260273974,-0.10354794520547946
W-USD,2024-05-31,2024-06-01,0.589136004447937,2024-06-02,0.6480496048927308,SL,1,-0.10000000000000012,random,0,S1,random,-0.10116438356164395,-0.10316438356164395,-0.10616438356164395,-0.11216438356164395,-0.10308219178082204,-0.10316438356164395,-0.10327397260273985,-0.10354794520547957
MNDE-USD,2024-05-31,2024-06-01,0.13036000728607178,2024-06-05,0.14339600801467897,SL,4,-0.10000000000000013,random,0,S1,random,-0.10165753424657548,-0.10365753424657548,-0.10665753424657548,-0.11265753424657547,-0.1033287671232878,-0.10365753424657548,-0.10409589041095904,-0.10519178082191794
CHILLGUY-USD,2024-05-31,2024-12-01,0.44291600584983826,2024-12-02,0.3764786049723625,TP,1,0.15,random,0,S1,random,0.14883561643835616,0.14683561643835616,0.14383561643835616,0.13783561643835615,0.14691780821917808,0.14683561643835616,0.14672602739726026,0.14645205479452053
ACT-USD,2024-05-31,2024-06-01,0.0008019999950192869,2024-06-04,0.0006816999957663938,TP,3,0.15,random,0,S1,random,0.1485068493150685,0.1465068493150685,0.1435068493150685,0.13750684931506849,0.14675342465753424,0.1465068493150685,0.1461780821917808,0.14535616438356164
TRUMP-USD,2024-05-31,2024-06-01,0.043150998651981354,2024-06-02,0.03667834885418415,TP,1,0.1500000000000001,random,0,S1,random,0.14883561643835627,0.14683561643835627,0.14383561643835627,0.13783561643835626,0.1469178082191782,0.14683561643835627,0.14672602739726037,0.14645205479452064
PNUT-USD,2024-05-31,2024-11-04,0.053856998682022095,2024-11-05,0.05924269855022431,SL,1,-0.10000000000000005,random,0,S1,random,-0.10116438356164388,-0.10316438356164388,-0.10616438356164389,-0.11216438356164388,-0.10308219178082197,-0.10316438356164388,-0.10327397260273978,-0.1035479452054795
GOAT-USD,2024-05-31,2024-06-01,13.884285926818848,2024-06-02,15.272714519500733,SL,1,-0.10000000000000002,random,0,S1,random,-0.10116438356164385,-0.10316438356164385,-0.10616438356164386,-0.11216438356164385,-0.10308219178082194,-0.10316438356164385,-0.10327397260273975,-0.10354794520547947
AI16Z-USD,2024-05-31,2024-11-23,0.21006500720977783,2024-11-24,0.23107150793075562,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
VIRTUAL-USD,2024-05-31,2024-06-01,0.0860079973936081,2024-06-05,0.09460879713296891,SL,4,-0.10000000000000006,random,0,S1,random,-0.1016575342465754,-0.10365753424657541,-0.10665753424657541,-0.1126575342465754,-0.10332876712328773,-0.10365753424657541,-0.10409589041095897,-0.10519178082191787
AIXBT-USD,2024-05-31,2024-11-30,0.20746399462223053,2024-12-01,0.17634439542889593,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
WIF-USD,2024-06-30,2024-07-01,2.1958179473876953,2024-07-03,1.866445255279541,TP,2,0.15000000000000002,random,0,S1,random,0.14867123287671236,0.14667123287671235,0.14367123287671235,0.13767123287671235,0.1468356164383562,0.14667123287671235,0.14645205479452056,0.14590410958904113
BONK-USD,2024-06-30,2024-07-01,2.300000051036477e-05,2024-07-02,2.530000056140125e-05,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
JTO-USD,2024-06-30,2024-07-01,2.4154911041259766,2024-07-04,2.05316743850708,TP,3,0.14999999999999997,random,0,S1,random,0.14850684931506847,0.14650684931506847,0.14350684931506846,0.13750684931506846,0.14675342465753421,0.14650684931506847,0.14617808219178077,0.1453561643835616
PYTH-USD,2024-06-30,2024-07-01,0.3233009874820709,2024-07-04,0.2748058393597603,TP,3,0.15000000000000002,random,0,S1,random,0.14850684931506852,0.14650684931506852,0.14350684931506852,0.1375068493150685,0.14675342465753427,0.14650684931506852,0.14617808219178083,0.14535616438356166
ORCA-USD,2024-06-30,2024-07-01,1.8801889419555664,2024-07-04,1.5981606006622313,TP,3,0.15000000000000008,random,0,S1,random,0.14850684931506858,0.14650684931506858,0.14350684931506857,0.13750684931506857,0.14675342465753433,0.14650684931506858,0.14617808219178088,0.14535616438356172
RENDER-USD,2024-06-30,2024-07-01,7.677833080291748,2024-07-04,6.526158118247985,TP,3,0.15000000000000008,random,0,S1,random,0.14850684931506858,0.14650684931506858,0.14350684931506857,0.13750684931506857,0.14675342465753433,0.14650684931506858,0.14617808219178088,0.14535616438356172
JUP-USD,2024-06-30,2024-07-01,0.0007970000151544809,2024-07-05,0.0006774500128813088,TP,4,0.15000000000000002,random,0,S1,random,0.1483424657534247,0.1463424657534247,0.14334246575342469,0.13734246575342468,0.14667123287671235,0.1463424657534247,0.14590410958904113,0.1448082191780822
KMNO-USD,2024-06-30,2024-07-01,0.032600000500679016,2024-07-02,0.03586000055074692,SL,1,-0.10000000000000017,random,0,S1,random,-0.101164383561644,-0.10316438356164401,-0.10616438356164401,-0.112164383561644,-0.10308219178082209,-0.10316438356164401,-0.1032739726027399,-0.10354794520547962
FARTCOIN-USD,2024-06-30,2024-10-23,0.06218799948692322,2024-10-24,0.06840679943561555,SL,1,-0.10000000000000013,random,0,S1,random,-0.10116438356164396,-0.10316438356164397,-0.10616438356164397,-0.11216438356164396,-0.10308219178082205,-0.10316438356164397,-0.10327397260273986,-0.10354794520547958
ZEREBRO-USD,2024-06-30,2024-11-30,0.4539720118045807,2024-12-01,0.38587621003389355,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
BOME-USD,2024-06-30,2024-07-01,0.009875000454485416,2024-07-04,0.008393750386312604,TP,3,0.15000000000000002,random,0,S1,random,0.14850684931506852,0.14650684931506852,0.14350684931506852,0.1375068493150685,0.14675342465753427,0.14650684931506852,0.14617808219178083,0.14535616438356166
CLOUD-USD,2024-06-30,2024-07-01,0.00010299999848939478,2024-07-04,0.00010299999848939478,MAXHOLD,3,0.0,random,0,S1,random,-0.0014931506849315069,-0.003493150684931507,-0.006493150684931507,-0.012493150684931507,-0.0032465753424657535,-0.003493150684931507,-0.0038219178082191784,-0.004643835616438357
TNSR-USD,2024-06-30,2024-07-01,0.5942530035972595,2024-07-03,0.5051150530576706,TP,2,0.15000000000000005,random,0,S1,random,0.14867123287671238,0.14667123287671238,0.14367123287671238,0.13767123287671237,0.14683561643835621,0.14667123287671238,0.1464520547945206,0.14590410958904115
W-USD,2024-06-30,2024-07-01,0.3649500012397766,2024-07-04,0.3102075010538101,TP,3,0.15,random,0,S1,random,0.1485068493150685,0.1465068493150685,0.1435068493150685,0.13750684931506849,0.14675342465753424,0.1465068493150685,0.1461780821917808,0.14535616438356164
MNDE-USD,2024-06-30,2024-07-01,0.11097200214862823,2024-07-05,0.094326201826334,TP,4,0.15,random,0,S1,random,0.14834246575342466,0.14634246575342466,0.14334246575342466,0.13734246575342465,0.14667123287671233,0.14634246575342466,0.1459041095890411,0.14480821917808218
CHILLGUY-USD,2024-06-30,2024-12-01,0.44291600584983826,2024-12-02,0.3764786049723625,TP,1,0.15,random,0,S1,random,0.14883561643835616,0.14683561643835616,0.14383561643835616,0.13783561643835615,0.14691780821917808,0.14683561643835616,0.14672602739726026,0.14645205479452053
ACT-USD,2024-06-30,2024-07-01,0.0005189999938011169,2024-07-02,0.0005708999931812287,SL,1,-0.10000000000000013,random,0,S1,random,-0.10116438356164396,-0.10316438356164397,-0.10616438356164397,-0.11216438356164396,-0.10308219178082205,-0.10316438356164397,-0.10327397260273986,-0.10354794520547958
TRUMP-USD,2024-06-30,2024-07-01,0.01107999961823225,2024-07-02,0.009417999675497413,TP,1,0.14999999999999997,random,0,S1,random,0.14883561643835613,0.14683561643835613,0.14383561643835613,0.13783561643835612,0.14691780821917805,0.14683561643835613,0.14672602739726023,0.1464520547945205
PNUT-USD,2024-06-30,2024-11-04,0.053856998682022095,2024-11-05,0.05924269855022431,SL,1,-0.10000000000000005,random,0,S1,random,-0.10116438356164388,-0.10316438356164388,-0.10616438356164389,-0.11216438356164388,-0.10308219178082197,-0.10316438356164388,-0.10327397260273978,-0.1035479452054795
GOAT-USD,2024-06-30,2024-07-01,15.700959205627441,2024-07-04,17.271055126190188,SL,3,-0.10000000000000013,random,0,S1,random,-0.10149315068493164,-0.10349315068493165,-0.10649315068493165,-0.11249315068493164,-0.10324657534246588,-0.10349315068493165,-0.10382191780821931,-0.10464383561643849
AI16Z-USD,2024-06-30,2024-11-23,0.21006500720977783,2024-11-24,0.23107150793075562,SL,1,-0.10000000000000003,random,0,S1,random,-0.10116438356164387,-0.10316438356164387,-0.10616438356164387,-0.11216438356164386,-0.10308219178082195,-0.10316438356164387,-0.10327397260273977,-0.10354794520547948
VIRTUAL-USD,2024-06-30,2024-07-01,0.02971399948000908,2024-07-04,0.025256899558007716,TP,3,0.15000000000000005,random,0,S1,random,0.14850684931506855,0.14650684931506855,0.14350684931506855,0.13750684931506854,0.1467534246575343,0.14650684931506855,0.14617808219178086,0.1453561643835617
AIXBT-USD,2024-06-30,2024-11-30,0.20746399462223053,2024-12-01,0.17634439542889593,TP,1,0.15000000000000008,random,0,S1,random,0.14883561643835624,0.14683561643835624,0.14383561643835624,0.13783561643835623,0.14691780821917816,0.14683561643835624,0.14672602739726034,0.14645205479452061
WIF-USD,2024-07-31,2024-08-01,2.1761419773101807,2024-08-02,1.8497206807136535,TP,1,0.15000000000000005,random,0,S1,random,0.14883561643835622,0.14683561643835621,0.1438356164383562,0.1378356164383562,0.14691780821917813,0.14683561643835621,0.14672602739726032,0.1464520547945206
BONK-USD,2024-07-31,2024-08-01,2.499999936844688e-05,2024-08-03,2.1249999463179847e-05,TP,2,0.15,random,0,S1,random,0.14867123287671233,0.14667123287671233,0.14367123287671232,0.13767123287671232,0.14683561643835616,0.14667123287671233,0.14645205479452053,0.1459041095890411
